,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,target,tempo,time_signature,track_href,type,uri,valence
680,0.0153,https://api.spotify.com/v1/audio-analysis/3uVE5vLKkigiWBOQEgmdDk,0.768,282067,0.867,3uVE5vLKkigiWBOQEgmdDk,0.000385,3,0.0686,-3.652,0,0.185,1,96.431,4,https://api.spotify.com/v1/tracks/3uVE5vLKkigiWBOQEgmdDk,audio_features,spotify:track:3uVE5vLKkigiWBOQEgmdDk,0.559
681,0.495,https://api.spotify.com/v1/audio-analysis/2iO6rOzGHscN0GPetFUnAx,0.671,198293,0.763,2iO6rOzGHscN0GPetFUnAx,0.0,8,0.11,-4.071,1,0.189,1,91.986,4,https://api.spotify.com/v1/tracks/2iO6rOzGHscN0GPetFUnAx,audio_features,spotify:track:2iO6rOzGHscN0GPetFUnAx,0.481
682,0.127,https://api.spotify.com/v1/audio-analysis/0CCDW5SLBppFbtfe2bKwfX,0.783,214560,0.718,0CCDW5SLBppFbtfe2bKwfX,0.0,11,0.128,-6.484,1,0.275,1,98.976,4,https://api.spotify.com/v1/tracks/0CCDW5SLBppFbtfe2bKwfX,audio_features,spotify:track:0CCDW5SLBppFbtfe2bKwfX,0.815
683,0.00408,https://api.spotify.com/v1/audio-analysis/6Y9kdB2O0h9gq9y2vclsWT,0.586,261320,0.619,6Y9kdB2O0h9gq9y2vclsWT,0.0,1,0.134,-6.116,1,0.199,1,120.125,5,https://api.spotify.com/v1/tracks/6Y9kdB2O0h9gq9y2vclsWT,audio_features,spotify:track:6Y9kdB2O0h9gq9y2vclsWT,0.326
684,0.171,https://api.spotify.com/v1/audio-analysis/22UDw8rSfLbUsaAGTXQ4Z8,0.727,284733,0.729,22UDw8rSfLbUsaAGTXQ4Z8,0.0,0,0.07,-2.99,1,0.326,1,117.932,4,https://api.spotify.com/v1/tracks/22UDw8rSfLbUsaAGTXQ4Z8,audio_features,spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,0.512
685,0.0811,https://api.spotify.com/v1/audio-analysis/266hoXlxTshUk4XsNQK5to,0.828,469200,0.586,266hoXlxTshUk4XsNQK5to,0.0,8,0.101,-6.274,1,0.205,1,97.01,4,https://api.spotify.com/v1/tracks/266hoXlxTshUk4XsNQK5to,audio_features,spotify:track:266hoXlxTshUk4XsNQK5to,0.802
686,0.113,https://api.spotify.com/v1/audio-analysis/72Oh7sKJUEINkQnoPO4kHS,0.744,234707,0.406,72Oh7sKJUEINkQnoPO4kHS,0.0,8,0.0316,-6.378,0,0.0722,1,89.942,4,https://api.spotify.com/v1/tracks/72Oh7sKJUEINkQnoPO4kHS,audio_features,spotify:track:72Oh7sKJUEINkQnoPO4kHS,0.725
687,0.00469,https://api.spotify.com/v1/audio-analysis/24PWKmemCvqfyVXODhoKHW,0.721,228933,0.621,24PWKmemCvqfyVXODhoKHW,0.0103,1,0.199,-4.378,1,0.306,1,159.967,4,https://api.spotify.com/v1/tracks/24PWKmemCvqfyVXODhoKHW,audio_features,spotify:track:24PWKmemCvqfyVXODhoKHW,0.568
688,0.499,https://api.spotify.com/v1/audio-analysis/1kIzhTj2kFjlUAWoqFEJTi,0.72,263413,0.48,1kIzhTj2kFjlUAWoqFEJTi,0.0,4,0.105,-7.889,1,0.0567,1,127.993,4,https://api.spotify.com/v1/tracks/1kIzhTj2kFjlUAWoqFEJTi,audio_features,spotify:track:1kIzhTj2kFjlUAWoqFEJTi,0.67
689,0.00647,https://api.spotify.com/v1/audio-analysis/6o3s08kk2fQI37vxGZDrJ1,0.835,274387,0.757,6o3s08kk2fQI37vxGZDrJ1,0.0,8,0.29,-5.029,0,0.23,1,82.038,4,https://api.spotify.com/v1/tracks/6o3s08kk2fQI37vxGZDrJ1,audio_features,spotify:track:6o3s08kk2fQI37vxGZDrJ1,0.626
690,0.075,https://api.spotify.com/v1/audio-analysis/0W4NhJhcqKCqEP2GIpDCDq,0.676,255333,0.512,0W4NhJhcqKCqEP2GIpDCDq,0.0,5,0.0805,-4.18,1,0.0286,1,116.69,4,https://api.spotify.com/v1/tracks/0W4NhJhcqKCqEP2GIpDCDq,audio_features,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,0.333
691,0.102,https://api.spotify.com/v1/audio-analysis/3G94uD2BLCSPLyML8NJBv1,0.877,198217,0.839,3G94uD2BLCSPLyML8NJBv1,0.0,8,0.0735,-3.988,1,0.275,1,71.977,5,https://api.spotify.com/v1/tracks/3G94uD2BLCSPLyML8NJBv1,audio_features,spotify:track:3G94uD2BLCSPLyML8NJBv1,0.926
692,0.0901,https://api.spotify.com/v1/audio-analysis/7aXXjA800sXYKpM8D9pCVT,0.693,278800,0.88,7aXXjA800sXYKpM8D9pCVT,0.0,11,0.211,-3.228,0,0.0661,1,88.088,4,https://api.spotify.com/v1/tracks/7aXXjA800sXYKpM8D9pCVT,audio_features,spotify:track:7aXXjA800sXYKpM8D9pCVT,0.397
693,0.0579,https://api.spotify.com/v1/audio-analysis/0Uc706myy6Th7I6KQ9xA1x,0.931,216000,0.486,0Uc706myy6Th7I6KQ9xA1x,0.0,6,0.161,-10.558,1,0.139,1,120.026,4,https://api.spotify.com/v1/tracks/0Uc706myy6Th7I6KQ9xA1x,audio_features,spotify:track:0Uc706myy6Th7I6KQ9xA1x,0.896
694,0.0043,https://api.spotify.com/v1/audio-analysis/3HVJbdz0V402U5YggQK4Ao,0.658,214960,0.551,3HVJbdz0V402U5YggQK4Ao,0.000108,1,0.197,-6.62,1,0.37,1,138.335,5,https://api.spotify.com/v1/tracks/3HVJbdz0V402U5YggQK4Ao,audio_features,spotify:track:3HVJbdz0V402U5YggQK4Ao,0.442
695,0.00161,https://api.spotify.com/v1/audio-analysis/59xyRqG06dGbTmmJFVFbyQ,0.782,256800,0.63,59xyRqG06dGbTmmJFVFbyQ,0.0,1,0.151,-5.683,1,0.162,1,78.516,4,https://api.spotify.com/v1/tracks/59xyRqG06dGbTmmJFVFbyQ,audio_features,spotify:track:59xyRqG06dGbTmmJFVFbyQ,0.295
696,0.283,https://api.spotify.com/v1/audio-analysis/41D6aNNTmUUd7fWlVNWMN8,0.727,259933,0.913,41D6aNNTmUUd7fWlVNWMN8,0.0,8,0.527,-5.571,0,0.306,1,90.985,4,https://api.spotify.com/v1/tracks/41D6aNNTmUUd7fWlVNWMN8,audio_features,spotify:track:41D6aNNTmUUd7fWlVNWMN8,0.618
697,0.0607,https://api.spotify.com/v1/audio-analysis/3AWY0qfZkOuROo7SHh003L,0.819,284467,0.582,3AWY0qfZkOuROo7SHh003L,0.0,7,0.148,-5.533,0,0.118,1,104.607,4,https://api.spotify.com/v1/tracks/3AWY0qfZkOuROo7SHh003L,audio_features,spotify:track:3AWY0qfZkOuROo7SHh003L,0.635
698,0.0912,https://api.spotify.com/v1/audio-analysis/72by3Re4C3eVEBXvsUo0zV,0.622,284187,0.882,72by3Re4C3eVEBXvsUo0zV,0.0,9,0.216,-5.59,0,0.119,1,77.506,4,https://api.spotify.com/v1/tracks/72by3Re4C3eVEBXvsUo0zV,audio_features,spotify:track:72by3Re4C3eVEBXvsUo0zV,0.762
699,0.00051,https://api.spotify.com/v1/audio-analysis/34LDpnJTzst8uc8T1oSHFy,0.373,229840,0.67,34LDpnJTzst8uc8T1oSHFy,0.0,0,0.304,-7.098,1,0.303,1,184.977,4,https://api.spotify.com/v1/tracks/34LDpnJTzst8uc8T1oSHFy,audio_features,spotify:track:34LDpnJTzst8uc8T1oSHFy,0.274
700,0.0881,https://api.spotify.com/v1/audio-analysis/2nBY2iQvxOIXrdlJvg7ZPo,0.855,223293,0.681,2nBY2iQvxOIXrdlJvg7ZPo,3.7e-06,2,0.0592,-4.955,1,0.0688,1,99.699,4,https://api.spotify.com/v1/tracks/2nBY2iQvxOIXrdlJvg7ZPo,audio_features,spotify:track:2nBY2iQvxOIXrdlJvg7ZPo,0.908
701,0.0847,https://api.spotify.com/v1/audio-analysis/5rXkgeY6rpcHcsolCpXZHR,0.685,236080,0.8,5rXkgeY6rpcHcsolCpXZHR,0.0,1,0.092,-6.564,1,0.298,1,120.226,5,https://api.spotify.com/v1/tracks/5rXkgeY6rpcHcsolCpXZHR,audio_features,spotify:track:5rXkgeY6rpcHcsolCpXZHR,0.483
702,0.448,https://api.spotify.com/v1/audio-analysis/1tWgwttq1I2RlcJFN1dfNh,0.907,253867,0.628,1tWgwttq1I2RlcJFN1dfNh,1.32e-06,10,0.0423,-2.551,0,0.0796,1,94.027,4,https://api.spotify.com/v1/tracks/1tWgwttq1I2RlcJFN1dfNh,audio_features,spotify:track:1tWgwttq1I2RlcJFN1dfNh,0.902
703,0.0308,https://api.spotify.com/v1/audio-analysis/6GdX30E1389PWOcayiiPQE,0.855,239787,0.831,6GdX30E1389PWOcayiiPQE,1.78e-05,1,0.104,-3.333,0,0.238,1,93.972,4,https://api.spotify.com/v1/tracks/6GdX30E1389PWOcayiiPQE,audio_features,spotify:track:6GdX30E1389PWOcayiiPQE,0.942
704,0.0324,https://api.spotify.com/v1/audio-analysis/2WfhlEjoUII31H6imnQdvF,0.839,242560,0.641,2WfhlEjoUII31H6imnQdvF,4.56e-06,10,0.0602,-5.669,0,0.0858,1,97.004,4,https://api.spotify.com/v1/tracks/2WfhlEjoUII31H6imnQdvF,audio_features,spotify:track:2WfhlEjoUII31H6imnQdvF,0.927
705,0.0917,https://api.spotify.com/v1/audio-analysis/3LGeYNY9aWQuBJovOOowqm,0.772,238267,0.59,3LGeYNY9aWQuBJovOOowqm,0.0,6,0.101,-6.957,1,0.183,1,83.998,4,https://api.spotify.com/v1/tracks/3LGeYNY9aWQuBJovOOowqm,audio_features,spotify:track:3LGeYNY9aWQuBJovOOowqm,0.743
706,0.0267,https://api.spotify.com/v1/audio-analysis/1fLibtVj3MrNTwRZq5yUOs,0.748,222200,0.767,1fLibtVj3MrNTwRZq5yUOs,0.0,11,0.334,-7.806,0,0.172,1,133.929,4,https://api.spotify.com/v1/tracks/1fLibtVj3MrNTwRZq5yUOs,audio_features,spotify:track:1fLibtVj3MrNTwRZq5yUOs,0.519
707,0.0119,https://api.spotify.com/v1/audio-analysis/63XXvHR6FfiRDk5lKNNCMI,0.709,281480,0.744,63XXvHR6FfiRDk5lKNNCMI,0.0,11,0.0609,-5.905,0,0.134,1,145.112,4,https://api.spotify.com/v1/tracks/63XXvHR6FfiRDk5lKNNCMI,audio_features,spotify:track:63XXvHR6FfiRDk5lKNNCMI,0.508
708,0.102,https://api.spotify.com/v1/audio-analysis/5Sw4NiI7SniktcUwPweTvs,0.829,259733,0.684,5Sw4NiI7SniktcUwPweTvs,0.0,6,0.348,-6.473,1,0.0606,1,107.985,4,https://api.spotify.com/v1/tracks/5Sw4NiI7SniktcUwPweTvs,audio_features,spotify:track:5Sw4NiI7SniktcUwPweTvs,0.731
709,0.123,https://api.spotify.com/v1/audio-analysis/41IXAUMn3zYmgB6UYIWep4,0.585,239707,0.775,41IXAUMn3zYmgB6UYIWep4,0.0,2,0.0525,-4.857,1,0.322,1,98.133,4,https://api.spotify.com/v1/tracks/41IXAUMn3zYmgB6UYIWep4,audio_features,spotify:track:41IXAUMn3zYmgB6UYIWep4,0.588
710,0.114,https://api.spotify.com/v1/audio-analysis/4iENqwyANM57YUEDcFVpWq,0.736,221400,0.576,4iENqwyANM57YUEDcFVpWq,0.0,6,0.0963,-7.486,0,0.372,1,96.368,4,https://api.spotify.com/v1/tracks/4iENqwyANM57YUEDcFVpWq,audio_features,spotify:track:4iENqwyANM57YUEDcFVpWq,0.761
711,0.239,https://api.spotify.com/v1/audio-analysis/2mghatgMmJoSbX54Ca912g,0.645,313933,0.597,2mghatgMmJoSbX54Ca912g,0.0,11,0.441,-7.266,0,0.28,1,83.049,4,https://api.spotify.com/v1/tracks/2mghatgMmJoSbX54Ca912g,audio_features,spotify:track:2mghatgMmJoSbX54Ca912g,0.523
712,0.377,https://api.spotify.com/v1/audio-analysis/5ZKVNTG7yu7gbX4vryqS2X,0.781,264653,0.869,5ZKVNTG7yu7gbX4vryqS2X,1.2e-06,6,0.301,-6.078,1,0.181,1,97.025,4,https://api.spotify.com/v1/tracks/5ZKVNTG7yu7gbX4vryqS2X,audio_features,spotify:track:5ZKVNTG7yu7gbX4vryqS2X,0.702
713,0.0492,https://api.spotify.com/v1/audio-analysis/5cvMzT7kEvcxcdtcJz1vQY,0.802,214560,0.552,5cvMzT7kEvcxcdtcJz1vQY,1.7e-06,5,0.0224,-4.796,0,0.0503,1,105.481,4,https://api.spotify.com/v1/tracks/5cvMzT7kEvcxcdtcJz1vQY,audio_features,spotify:track:5cvMzT7kEvcxcdtcJz1vQY,0.601
714,0.12,https://api.spotify.com/v1/audio-analysis/45HLgh98kxPEMP1gPAEe8X,0.791,311800,0.665,45HLgh98kxPEMP1gPAEe8X,0.000161,8,0.0961,-9.496,0,0.352,1,177.097,4,https://api.spotify.com/v1/tracks/45HLgh98kxPEMP1gPAEe8X,audio_features,spotify:track:45HLgh98kxPEMP1gPAEe8X,0.792
715,0.0949,https://api.spotify.com/v1/audio-analysis/4GIsskMpViPkt0uzPJTJSp,0.833,286187,0.628,4GIsskMpViPkt0uzPJTJSp,1.6e-06,2,0.282,-7.041,1,0.141,1,106.328,4,https://api.spotify.com/v1/tracks/4GIsskMpViPkt0uzPJTJSp,audio_features,spotify:track:4GIsskMpViPkt0uzPJTJSp,0.645
716,0.657,https://api.spotify.com/v1/audio-analysis/2mp3sLUNQaJ025Lx5f4AAJ,0.446,233440,0.401,2mp3sLUNQaJ025Lx5f4AAJ,0.0,1,0.127,-11.232,1,0.382,1,82.942,4,https://api.spotify.com/v1/tracks/2mp3sLUNQaJ025Lx5f4AAJ,audio_features,spotify:track:2mp3sLUNQaJ025Lx5f4AAJ,0.647
717,0.0361,https://api.spotify.com/v1/audio-analysis/59rtiYOPgMEDf3yPEfU2la,0.86,271053,0.861,59rtiYOPgMEDf3yPEfU2la,4.07e-05,6,0.113,-7.131,0,0.307,1,143.184,4,https://api.spotify.com/v1/tracks/59rtiYOPgMEDf3yPEfU2la,audio_features,spotify:track:59rtiYOPgMEDf3yPEfU2la,0.79
718,0.0688,https://api.spotify.com/v1/audio-analysis/0K3tgQDfulexWyVVDrxqb7,0.641,275027,0.72,0K3tgQDfulexWyVVDrxqb7,0.00286,5,0.193,-5.209,1,0.0336,1,92.988,4,https://api.spotify.com/v1/tracks/0K3tgQDfulexWyVVDrxqb7,audio_features,spotify:track:0K3tgQDfulexWyVVDrxqb7,0.418
719,0.194,https://api.spotify.com/v1/audio-analysis/6s09jyQkHZGzSRijujU3UF,0.527,275360,0.762,6s09jyQkHZGzSRijujU3UF,0.0,0,0.0919,-3.841,1,0.21,1,98.575,4,https://api.spotify.com/v1/tracks/6s09jyQkHZGzSRijujU3UF,audio_features,spotify:track:6s09jyQkHZGzSRijujU3UF,0.915
720,0.771,https://api.spotify.com/v1/audio-analysis/4LloVtxNZpeh7q7xdi1DQc,0.315,263573,0.296,4LloVtxNZpeh7q7xdi1DQc,0.0,5,0.702,-13.262,1,0.0317,1,172.638,4,https://api.spotify.com/v1/tracks/4LloVtxNZpeh7q7xdi1DQc,audio_features,spotify:track:4LloVtxNZpeh7q7xdi1DQc,0.436
721,5.63e-05,https://api.spotify.com/v1/audio-analysis/25nzKGDiua1lE9Qo5V19GL,0.579,246600,0.865,25nzKGDiua1lE9Qo5V19GL,0.000221,6,0.649,-4.692,1,0.0302,1,104.99,4,https://api.spotify.com/v1/tracks/25nzKGDiua1lE9Qo5V19GL,audio_features,spotify:track:25nzKGDiua1lE9Qo5V19GL,0.358
722,0.245,https://api.spotify.com/v1/audio-analysis/0mBkoM8r7KAQzZij5swTUL,0.87,198440,0.699,0mBkoM8r7KAQzZij5swTUL,6.76e-06,5,0.0588,-5.541,0,0.0459,1,126.967,4,https://api.spotify.com/v1/tracks/0mBkoM8r7KAQzZij5swTUL,audio_features,spotify:track:0mBkoM8r7KAQzZij5swTUL,0.726
723,0.48,https://api.spotify.com/v1/audio-analysis/4ovfnu6ndxZMCBiv0MD8VE,0.435,355733,0.548,4ovfnu6ndxZMCBiv0MD8VE,0.000103,0,0.949,-12.517,0,0.0788,1,83.64,3,https://api.spotify.com/v1/tracks/4ovfnu6ndxZMCBiv0MD8VE,audio_features,spotify:track:4ovfnu6ndxZMCBiv0MD8VE,0.498
724,0.0462,https://api.spotify.com/v1/audio-analysis/3GsHbBXnIbUUmvevSl5rrD,0.445,625173,0.523,3GsHbBXnIbUUmvevSl5rrD,0.28,10,0.878,-9.854,1,0.0316,1,137.96,4,https://api.spotify.com/v1/tracks/3GsHbBXnIbUUmvevSl5rrD,audio_features,spotify:track:3GsHbBXnIbUUmvevSl5rrD,0.549
725,0.43,https://api.spotify.com/v1/audio-analysis/21Eln1zIL4yA6XNLEd00fc,0.408,279973,0.623,21Eln1zIL4yA6XNLEd00fc,0.00105,4,0.707,-8.054,1,0.0312,1,183.202,3,https://api.spotify.com/v1/tracks/21Eln1zIL4yA6XNLEd00fc,audio_features,spotify:track:21Eln1zIL4yA6XNLEd00fc,0.371
726,0.839,https://api.spotify.com/v1/audio-analysis/1FTT5xH7gl9wMjzbMa1WE3,0.452,226747,0.207,1FTT5xH7gl9wMjzbMa1WE3,0.634,5,0.0915,-14.549,1,0.0639,1,60.666,4,https://api.spotify.com/v1/tracks/1FTT5xH7gl9wMjzbMa1WE3,audio_features,spotify:track:1FTT5xH7gl9wMjzbMa1WE3,0.207
727,0.298,https://api.spotify.com/v1/audio-analysis/07KHJvlYBeQVqrmifTEqEp,0.412,265093,0.528,07KHJvlYBeQVqrmifTEqEp,5.03e-05,1,0.332,-6.613,1,0.0259,1,79.962,4,https://api.spotify.com/v1/tracks/07KHJvlYBeQVqrmifTEqEp,audio_features,spotify:track:07KHJvlYBeQVqrmifTEqEp,0.175
728,0.00282,https://api.spotify.com/v1/audio-analysis/7xdLNxZCtY68x5MAOBEmBq,0.429,238627,0.812,7xdLNxZCtY68x5MAOBEmBq,2.44e-05,8,0.0882,-6.252,1,0.0657,1,113.279,4,https://api.spotify.com/v1/tracks/7xdLNxZCtY68x5MAOBEmBq,audio_features,spotify:track:7xdLNxZCtY68x5MAOBEmBq,0.625
729,0.00199,https://api.spotify.com/v1/audio-analysis/5sMIFZaagXcwKiSfl95zIW,0.406,205667,0.683,5sMIFZaagXcwKiSfl95zIW,1.29e-05,0,0.383,-6.593,1,0.0327,1,126.737,4,https://api.spotify.com/v1/tracks/5sMIFZaagXcwKiSfl95zIW,audio_features,spotify:track:5sMIFZaagXcwKiSfl95zIW,0.821
730,0.00125,https://api.spotify.com/v1/audio-analysis/6NTqBHONQqmud0ONBzsLfZ,0.368,308440,0.928,6NTqBHONQqmud0ONBzsLfZ,0.00111,9,0.301,-8.369,0,0.0593,1,141.175,4,https://api.spotify.com/v1/tracks/6NTqBHONQqmud0ONBzsLfZ,audio_features,spotify:track:6NTqBHONQqmud0ONBzsLfZ,0.532
731,0.009,https://api.spotify.com/v1/audio-analysis/5e9TFTbltYBg2xThimr0rU,0.545,270213,0.67,5e9TFTbltYBg2xThimr0rU,0.000822,9,0.0451,-8.81,1,0.0496,1,151.553,4,https://api.spotify.com/v1/tracks/5e9TFTbltYBg2xThimr0rU,audio_features,spotify:track:5e9TFTbltYBg2xThimr0rU,0.481
732,0.224,https://api.spotify.com/v1/audio-analysis/37jorMjJhyf20GU3blbbPh,0.728,250360,0.598,37jorMjJhyf20GU3blbbPh,0.142,9,0.0988,-10.251,0,0.0284,1,129.516,4,https://api.spotify.com/v1/tracks/37jorMjJhyf20GU3blbbPh,audio_features,spotify:track:37jorMjJhyf20GU3blbbPh,0.797
733,0.343,https://api.spotify.com/v1/audio-analysis/4yugZvBYaoREkJKtbG08Qr,0.575,211578,0.67,4yugZvBYaoREkJKtbG08Qr,4.95e-06,7,0.129,-10.39,1,0.0318,1,139.191,4,https://api.spotify.com/v1/tracks/4yugZvBYaoREkJKtbG08Qr,audio_features,spotify:track:4yugZvBYaoREkJKtbG08Qr,0.74
734,0.0341,https://api.spotify.com/v1/audio-analysis/2zzLRQ78kKfPTx8FJQCdC2,0.348,202133,0.875,2zzLRQ78kKfPTx8FJQCdC2,0.0,11,0.117,-4.758,0,0.199,1,169.152,4,https://api.spotify.com/v1/tracks/2zzLRQ78kKfPTx8FJQCdC2,audio_features,spotify:track:2zzLRQ78kKfPTx8FJQCdC2,0.407
735,0.00147,https://api.spotify.com/v1/audio-analysis/2vQQfWTanvD99OeHLAoyhW,0.216,193427,0.882,2vQQfWTanvD99OeHLAoyhW,0.0,11,0.308,-5.176,0,0.0439,1,189.286,4,https://api.spotify.com/v1/tracks/2vQQfWTanvD99OeHLAoyhW,audio_features,spotify:track:2vQQfWTanvD99OeHLAoyhW,0.656
736,0.124,https://api.spotify.com/v1/audio-analysis/6V5nMvQwsiyW7rEyZq3gfQ,0.632,213622,0.592,6V5nMvQwsiyW7rEyZq3gfQ,0.0,11,0.53,-9.735,0,0.162,1,89.522,4,https://api.spotify.com/v1/tracks/6V5nMvQwsiyW7rEyZq3gfQ,audio_features,spotify:track:6V5nMvQwsiyW7rEyZq3gfQ,0.499
737,0.035,https://api.spotify.com/v1/audio-analysis/3b5YHReWhnrlfHS7nk7YeQ,0.685,250187,0.872,3b5YHReWhnrlfHS7nk7YeQ,0.0,1,0.228,-5.828,1,0.294,1,85.85,4,https://api.spotify.com/v1/tracks/3b5YHReWhnrlfHS7nk7YeQ,audio_features,spotify:track:3b5YHReWhnrlfHS7nk7YeQ,0.546
738,0.0148,https://api.spotify.com/v1/audio-analysis/3FnrpYP8QSbYXbp8i8UQKO,0.619,173147,0.702,3FnrpYP8QSbYXbp8i8UQKO,1.4e-05,4,0.15,-3.552,1,0.0344,1,98.004,4,https://api.spotify.com/v1/tracks/3FnrpYP8QSbYXbp8i8UQKO,audio_features,spotify:track:3FnrpYP8QSbYXbp8i8UQKO,0.326
739,0.00425,https://api.spotify.com/v1/audio-analysis/3zx6dcYuKX7sYrI1TaDf4y,0.713,205067,0.549,3zx6dcYuKX7sYrI1TaDf4y,0.00266,11,0.0876,-6.319,1,0.0548,1,99.983,4,https://api.spotify.com/v1/tracks/3zx6dcYuKX7sYrI1TaDf4y,audio_features,spotify:track:3zx6dcYuKX7sYrI1TaDf4y,0.798
740,0.000315,https://api.spotify.com/v1/audio-analysis/6aLu2SFn5iABW0gof8HGqx,0.616,171500,0.933,6aLu2SFn5iABW0gof8HGqx,0.000249,10,0.364,-3.801,0,0.0946,1,143.954,4,https://api.spotify.com/v1/tracks/6aLu2SFn5iABW0gof8HGqx,audio_features,spotify:track:6aLu2SFn5iABW0gof8HGqx,0.794
741,0.000578,https://api.spotify.com/v1/audio-analysis/0GY2MWZBsPjHJetTPAacuG,0.747,187890,0.844,0GY2MWZBsPjHJetTPAacuG,1.64e-05,0,0.0785,-2.913,1,0.0489,1,129.975,4,https://api.spotify.com/v1/tracks/0GY2MWZBsPjHJetTPAacuG,audio_features,spotify:track:0GY2MWZBsPjHJetTPAacuG,0.532
742,0.0548,https://api.spotify.com/v1/audio-analysis/5uwzvPts512elTMGNBAFQ8,0.595,215226,0.801,5uwzvPts512elTMGNBAFQ8,0.0,4,0.119,-3.828,1,0.109,1,127.731,4,https://api.spotify.com/v1/tracks/5uwzvPts512elTMGNBAFQ8,audio_features,spotify:track:5uwzvPts512elTMGNBAFQ8,0.538
743,0.0262,https://api.spotify.com/v1/audio-analysis/7s2b12DS3zShmxHl2SKYq0,0.695,211853,0.608,7s2b12DS3zShmxHl2SKYq0,4.08e-06,1,0.157,-6.117,1,0.0341,1,120.002,4,https://api.spotify.com/v1/tracks/7s2b12DS3zShmxHl2SKYq0,audio_features,spotify:track:7s2b12DS3zShmxHl2SKYq0,0.394
744,0.128,https://api.spotify.com/v1/audio-analysis/51EU0HEsjbN3YudW5oPj08,0.643,174112,0.683,51EU0HEsjbN3YudW5oPj08,6.88e-05,1,0.0935,-7.594,0,0.0407,1,119.921,4,https://api.spotify.com/v1/tracks/51EU0HEsjbN3YudW5oPj08,audio_features,spotify:track:51EU0HEsjbN3YudW5oPj08,0.372
745,0.0648,https://api.spotify.com/v1/audio-analysis/6kbRVoaFg3ngulPpVEihrR,0.253,223830,0.745,6kbRVoaFg3ngulPpVEihrR,2.26e-06,0,0.244,-3.464,1,0.0512,1,65.098,4,https://api.spotify.com/v1/tracks/6kbRVoaFg3ngulPpVEihrR,audio_features,spotify:track:6kbRVoaFg3ngulPpVEihrR,0.248
746,0.0977,https://api.spotify.com/v1/audio-analysis/6itUweMsaR9DA74zxCWDo4,0.617,181329,0.651,6itUweMsaR9DA74zxCWDo4,0.0192,10,0.0671,-4.03,0,0.0331,1,66.019,4,https://api.spotify.com/v1/tracks/6itUweMsaR9DA74zxCWDo4,audio_features,spotify:track:6itUweMsaR9DA74zxCWDo4,0.577
747,0.02,https://api.spotify.com/v1/audio-analysis/3lq8Wk8sKbYNukmH35Qp4X,0.518,204773,0.709,3lq8Wk8sKbYNukmH35Qp4X,0.0,2,0.232,-5.852,1,0.0675,1,147.935,4,https://api.spotify.com/v1/tracks/3lq8Wk8sKbYNukmH35Qp4X,audio_features,spotify:track:3lq8Wk8sKbYNukmH35Qp4X,0.359
748,0.264,https://api.spotify.com/v1/audio-analysis/1LzguIGcb1qtA1Kw9pfwAP,0.863,235813,0.657,1LzguIGcb1qtA1Kw9pfwAP,0.00619,7,0.0713,-7.295,1,0.105,1,115.958,4,https://api.spotify.com/v1/tracks/1LzguIGcb1qtA1Kw9pfwAP,audio_features,spotify:track:1LzguIGcb1qtA1Kw9pfwAP,0.829
749,0.0363,https://api.spotify.com/v1/audio-analysis/3TZgPOKPqzvj2pS4AeGTAu,0.605,205671,0.816,3TZgPOKPqzvj2pS4AeGTAu,0.000744,7,0.125,-4.475,1,0.0432,1,160.05,4,https://api.spotify.com/v1/tracks/3TZgPOKPqzvj2pS4AeGTAu,audio_features,spotify:track:3TZgPOKPqzvj2pS4AeGTAu,0.285
750,0.00661,https://api.spotify.com/v1/audio-analysis/0Z2d1Wv9VaHFxNxdgdKeBE,0.778,164203,0.552,0Z2d1Wv9VaHFxNxdgdKeBE,0.000607,7,0.0815,-5.987,1,0.0367,1,115.032,4,https://api.spotify.com/v1/tracks/0Z2d1Wv9VaHFxNxdgdKeBE,audio_features,spotify:track:0Z2d1Wv9VaHFxNxdgdKeBE,0.499
751,0.000207,https://api.spotify.com/v1/audio-analysis/27wvnSTpsyS9k06aDtXvt8,0.55,204253,0.936,27wvnSTpsyS9k06aDtXvt8,2.67e-06,8,0.302,-2.876,1,0.078,1,158.02,4,https://api.spotify.com/v1/tracks/27wvnSTpsyS9k06aDtXvt8,audio_features,spotify:track:27wvnSTpsyS9k06aDtXvt8,0.767
752,0.000777,https://api.spotify.com/v1/audio-analysis/0dwKnn0jqwgaef5ylL9BD3,0.43,223373,0.7,0dwKnn0jqwgaef5ylL9BD3,0.000158,8,0.0917,-4.639,1,0.0319,1,149.964,4,https://api.spotify.com/v1/tracks/0dwKnn0jqwgaef5ylL9BD3,audio_features,spotify:track:0dwKnn0jqwgaef5ylL9BD3,0.299
753,7.12e-06,https://api.spotify.com/v1/audio-analysis/3bIibqD2d25570qz5KDjfe,0.452,205760,0.97,3bIibqD2d25570qz5KDjfe,0.00428,7,0.339,-3.211,1,0.0543,1,100.998,4,https://api.spotify.com/v1/tracks/3bIibqD2d25570qz5KDjfe,audio_features,spotify:track:3bIibqD2d25570qz5KDjfe,0.441
